PREST;ID;MONTO;VENC;TASA;PAGADA_EL;CANC;INT;ABONO;PAGO;RESTA
3825;28.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3825;27.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3825;26.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3825;25.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3825;24.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3825;23.0;2633.4;31-May-2018;1;;0;0;0;0;0
3825;22.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3825;21.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3825;20.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3825;19.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3825;18.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3825;17.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3825;16.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3825;15.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3825;14.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3825;13.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3825;12.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3825;11.0;2633.4;31-May-2017;1;;0;0;0;0;0
3825;10.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3825;9.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3825;8.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3825;7.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3825;6.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3825;5.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;927.69;1705.71;8936.27;91063.73
3825;4.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;944.58;1688.82;7230.56;92769.44
3825;3.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;961.3;1672.1;5541.74;94458.26
3825;2.1;586.51;27-Sep-2016;1;27-Sep-2016;586.51;0;586.51;3869.64;96130.36
3826;1.0;2633.4;31-Jul-2016;1;25-Jul-2016;2633.4;1000;1633.4;1633.4;98366.6
3826;2.0;2633.4;31-Ago-2016;1;27-Sep-2016;2633.4;983.67;1649.73;3283.13;96716.87
3826;3.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;967.17;1666.23;4949.36;95050.64
3826;4.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;950.51;1682.89;6632.25;93367.75
3826;5.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;933.68;1699.72;8331.97;91668.03
3826;6.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3826;7.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3826;8.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3826;9.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3826;10.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3826;11.0;2633.4;31-May-2017;1;;0;0;0;0;0
3826;12.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3826;13.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3826;14.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3826;15.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3826;16.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3826;17.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3826;18.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3826;19.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3826;20.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3826;21.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3826;22.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3826;23.0;2633.4;31-May-2018;1;;0;0;0;0;0
3826;24.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3826;25.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3826;26.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3826;27.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3826;28.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3826;29.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3826;30.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3826;31.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3826;32.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3826;33.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3826;34.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3826;35.0;2633.4;31-May-2019;1;;0;0;0;0;0
3826;36.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3826;37.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3826;38.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3826;39.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3826;40.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3826;41.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3826;42.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3826;43.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3826;44.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3826;45.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3826;46.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3826;47.0;2633.4;31-May-2020;1;;0;0;0;0;0
3826;48.0;2632.37;30-Jun-2020;1;;0;0;0;0;0
3827;1.0;2633.4;31-Jul-2016;1;26-Jul-2016;2633.4;1000;1633.4;1633.4;98366.6
3827;2.0;2633.4;31-Ago-2016;1;26-Sep-2016;2633.4;983.67;1649.73;3283.13;96716.87
3827;3.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;967.17;1666.23;4949.36;95050.64
3827;4.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;950.51;1682.89;6632.25;93367.75
3827;5.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;933.68;1699.72;8331.97;91668.03
3827;6.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3827;7.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3827;8.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3827;9.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3827;10.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3827;11.0;2633.4;31-May-2017;1;;0;0;0;0;0
3827;12.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3827;13.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3827;14.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3827;15.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3827;16.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3827;17.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3827;18.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3827;19.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3827;20.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3827;21.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3827;22.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3827;23.0;2633.4;31-May-2018;1;;0;0;0;0;0
3827;24.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3827;25.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3827;26.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3827;27.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3827;28.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3827;29.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3827;30.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3827;31.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3827;32.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3827;33.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3827;34.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3827;35.0;2633.4;31-May-2019;1;;0;0;0;0;0
3827;36.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3827;37.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3827;38.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3827;39.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3827;40.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3827;41.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3827;42.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3827;43.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3827;44.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3827;45.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3827;46.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3827;47.0;2633.4;31-May-2020;1;;0;0;0;0;0
3827;48.0;2632.37;30-Jun-2020;1;;0;0;0;0;0
3828;1.0;2633.4;31-Jul-2016;1;26-Jul-2016;2633.4;1000;1633.4;1633.4;98366.6
3828;2.0;2633.4;31-Ago-2016;1;26-Sep-2016;2633.4;983.67;1649.73;3283.13;96716.87
3828;3.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;967.17;1666.23;4949.36;95050.64
3828;4.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;950.51;1682.89;6632.25;93367.75
3828;5.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;933.68;1699.72;8331.97;91668.03
3828;6.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3828;7.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3828;8.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3828;9.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3828;10.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3828;11.0;2633.4;31-May-2017;1;;0;0;0;0;0
3828;12.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3828;13.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3828;14.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3828;15.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3828;16.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3828;17.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3828;18.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3828;19.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3828;20.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3828;21.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3828;22.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3828;23.0;2633.4;31-May-2018;1;;0;0;0;0;0
3828;24.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3828;25.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3828;26.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3828;27.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3828;28.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3828;29.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3828;30.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3828;31.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3828;32.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3828;33.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3828;34.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3828;35.0;2633.4;31-May-2019;1;;0;0;0;0;0
3828;36.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3828;37.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3828;38.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3828;39.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3828;40.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3828;41.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3828;42.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3828;43.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3828;44.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3828;45.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3828;46.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3828;47.0;2633.4;31-May-2020;1;;0;0;0;0;0
3828;48.0;2632.37;30-Jun-2020;1;;0;0;0;0;0
3829;0.1;1368.52;26-Jul-2016;1;26-Jul-2016;1368.52;0;1368.52;1368.52;98631.48
3829;1.0;2633.4;31-Ago-2016;1;26-Sep-2016;2633.4;986.31;1647.09;3015.61;96984.39
3829;2.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;969.84;1663.56;4679.17;95320.83
3829;3.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;953.21;1680.19;6359.36;93640.64
3829;4.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;936.41;1696.99;8056.35;91943.65
3829;42.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3829;41.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3829;40.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3829;39.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3829;38.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3829;37.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3829;36.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3829;35.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3829;34.0;2633.4;31-May-2019;1;;0;0;0;0;0
3829;33.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3829;32.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3829;31.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3829;30.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3829;29.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3829;28.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3829;27.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3829;26.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3829;25.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3829;24.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3829;23.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3829;22.0;2633.4;31-May-2018;1;;0;0;0;0;0
3829;21.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3829;20.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3829;19.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3829;18.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3829;17.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3829;16.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3829;15.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3829;14.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3829;13.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3829;12.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3829;11.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3829;10.0;2633.4;31-May-2017;1;;0;0;0;0;0
3829;9.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3829;8.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3829;7.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3829;6.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3829;5.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3829;43.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3829;44.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3829;45.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3829;46.0;2633.4;31-May-2020;1;;0;0;0;0;0
3829;47.0;2633.4;30-Jun-2020;1;;0;0;0;0;0
3829;48.0;426.03;31-Jul-2020;1;;0;0;0;0;0
3833;0.1;1368.52;27-Jul-2016;1;27-Jul-2016;1368.52;0;1368.52;1368.52;98631.48
3833;1.0;2633.4;31-Ago-2016;1;26-Sep-2016;2633.4;986.31;1647.09;3015.61;96984.39
3833;2.0;2633.4;30-Sep-2016;1;3-Oct-2016;2633.4;969.84;1663.56;4679.17;95320.83
3833;3.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;953.21;1680.19;6359.36;93640.64
3833;4.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;936.41;1696.99;8056.35;91943.65
3833;5.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3833;6.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3833;7.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3833;8.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3833;9.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3833;10.0;2633.4;31-May-2017;1;;0;0;0;0;0
3833;11.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3833;12.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3833;13.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3833;14.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3833;15.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3833;16.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3833;17.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3833;18.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3833;19.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3833;20.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3833;21.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3833;22.0;2633.4;31-May-2018;1;;0;0;0;0;0
3833;23.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3833;24.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3833;25.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3833;26.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3833;27.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3833;28.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3833;29.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3833;30.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3833;31.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3833;32.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3833;33.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3833;34.0;2633.4;31-May-2019;1;;0;0;0;0;0
3833;35.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3833;36.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3833;37.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3833;38.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3833;39.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3833;40.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3833;41.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3833;42.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3833;43.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3833;44.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3833;45.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3833;46.0;2633.4;31-May-2020;1;;0;0;0;0;0
3833;47.0;2633.4;30-Jun-2020;1;;0;0;0;0;0
3833;48.0;426.03;31-Jul-2020;1;;0;0;0;0;0
3836;7.0;2111.64;31-Mar-2017;1;;0;0;0;0;0
3836;6.0;2111.64;28-Feb-2017;1;;0;0;0;0;0
3836;5.0;2111.64;31-Ene-2017;1;;0;0;0;0;0
3836;4.0;2111.64;31-Dic-2016;1;;0;0;0;0;0
3836;10.0;2111.65;30-Jun-2017;1;;0;0;0;0;0
3836;9.0;2111.66;31-May-2017;1;;0;0;0;0;0
3836;8.0;2111.64;30-Abr-2017;1;;0;0;0;0;0
3836;3.0;2111.64;30-Nov-2016;1;12-Dic-2016;2111.64;161.58;1950.06;5792.46;14207.54
3836;2.0;2111.64;31-Oct-2016;1;21-Nov-2016;2111.64;180.88;1930.76;3842.4;16157.6
3836;1.0;2111.64;30-Sep-2016;1;3-Oct-2016;2111.64;200;1911.64;1911.64;18088.36
3837;14.0;2106.72;31-Oct-2017;1;;0;0;0;0;0
3837;13.0;2106.72;30-Sep-2017;1;;0;0;0;0;0
3837;12.0;2106.72;31-Ago-2017;1;;0;0;0;0;0
3837;11.0;2106.72;31-Jul-2017;1;;0;0;0;0;0
3837;10.0;2106.72;30-Jun-2017;1;;0;0;0;0;0
3837;9.0;2106.72;31-May-2017;1;;0;0;0;0;0
3837;8.0;2106.72;30-Abr-2017;1;;0;0;0;0;0
3837;7.0;2106.72;31-Mar-2017;1;;0;0;0;0;0
3837;6.0;2106.72;28-Feb-2017;1;;0;0;0;0;0
3837;2.0;2106.72;31-Oct-2016;1;21-Nov-2016;2106.72;786.93;1319.79;2626.51;77373.49
3837;3.0;2106.72;30-Nov-2016;1;12-Dic-2016;2106.72;773.73;1332.99;3959.5;76040.5
3837;1.0;2106.72;30-Sep-2016;1;3-Oct-2016;2106.72;800;1306.72;1306.72;78693.28
3837;15.0;2106.72;30-Nov-2017;1;;0;0;0;0;0
3837;16.0;2106.72;31-Dic-2017;1;;0;0;0;0;0
3837;17.0;2106.72;31-Ene-2018;1;;0;0;0;0;0
3837;18.0;2106.72;28-Feb-2018;1;;0;0;0;0;0
3837;19.0;2106.72;31-Mar-2018;1;;0;0;0;0;0
3837;20.0;2106.72;30-Abr-2018;1;;0;0;0;0;0
3837;21.0;2106.72;31-May-2018;1;;0;0;0;0;0
3837;22.0;2106.72;30-Jun-2018;1;;0;0;0;0;0
3837;23.0;2106.72;31-Jul-2018;1;;0;0;0;0;0
3837;4.0;2106.72;31-Dic-2016;1;;0;0;0;0;0
3837;5.0;2106.72;31-Ene-2017;1;;0;0;0;0;0
3837;24.0;2106.72;31-Ago-2018;1;;0;0;0;0;0
3837;25.0;2106.72;30-Sep-2018;1;;0;0;0;0;0
3837;26.0;2106.72;31-Oct-2018;1;;0;0;0;0;0
3837;27.0;2106.72;30-Nov-2018;1;;0;0;0;0;0
3837;28.0;2106.72;31-Dic-2018;1;;0;0;0;0;0
3837;29.0;2106.72;31-Ene-2019;1;;0;0;0;0;0
3837;30.0;2106.72;28-Feb-2019;1;;0;0;0;0;0
3837;31.0;2106.72;31-Mar-2019;1;;0;0;0;0;0
3837;32.0;2106.72;30-Abr-2019;1;;0;0;0;0;0
3837;33.0;2106.72;31-May-2019;1;;0;0;0;0;0
3837;34.0;2106.72;30-Jun-2019;1;;0;0;0;0;0
3837;35.0;2106.72;31-Jul-2019;1;;0;0;0;0;0
3837;36.0;2106.72;31-Ago-2019;1;;0;0;0;0;0
3837;37.0;2106.72;30-Sep-2019;1;;0;0;0;0;0
3837;38.0;2106.72;31-Oct-2019;1;;0;0;0;0;0
3837;39.0;2106.72;30-Nov-2019;1;;0;0;0;0;0
3837;40.0;2106.72;31-Dic-2019;1;;0;0;0;0;0
3837;41.0;2106.72;31-Ene-2020;1;;0;0;0;0;0
3837;42.0;2106.72;29-Feb-2020;1;;0;0;0;0;0
3837;43.0;2106.72;31-Mar-2020;1;;0;0;0;0;0
3837;44.0;2106.72;30-Abr-2020;1;;0;0;0;0;0
3837;45.0;2106.72;31-May-2020;1;;0;0;0;0;0
3837;46.0;2106.72;30-Jun-2020;1;;0;0;0;0;0
3837;47.0;2106.72;31-Jul-2020;1;;0;0;0;0;0
3837;48.0;2105.92;31-Ago-2020;1;;0;0;0;0;0
3838;26.0;2633.4;30-Nov-2018;1;;0;0;0;0;0
3838;48.0;2632.37;30-Sep-2020;1;;0;0;0;0;0
3838;47.0;2633.4;31-Ago-2020;1;;0;0;0;0;0
3838;46.0;2633.4;31-Jul-2020;1;;0;0;0;0;0
3838;45.0;2633.4;30-Jun-2020;1;;0;0;0;0;0
3838;44.0;2633.4;31-May-2020;1;;0;0;0;0;0
3838;43.0;2633.4;30-Abr-2020;1;;0;0;0;0;0
3838;42.0;2633.4;31-Mar-2020;1;;0;0;0;0;0
3838;41.0;2633.4;29-Feb-2020;1;;0;0;0;0;0
3838;40.0;2633.4;31-Ene-2020;1;;0;0;0;0;0
3838;39.0;2633.4;31-Dic-2019;1;;0;0;0;0;0
3838;38.0;2633.4;30-Nov-2019;1;;0;0;0;0;0
3838;37.0;2633.4;31-Oct-2019;1;;0;0;0;0;0
3838;36.0;2633.4;30-Sep-2019;1;;0;0;0;0;0
3838;35.0;2633.4;31-Ago-2019;1;;0;0;0;0;0
3838;34.0;2633.4;31-Jul-2019;1;;0;0;0;0;0
3838;33.0;2633.4;30-Jun-2019;1;;0;0;0;0;0
3838;32.0;2633.4;31-May-2019;1;;0;0;0;0;0
3838;31.0;2633.4;30-Abr-2019;1;;0;0;0;0;0
3838;30.0;2633.4;31-Mar-2019;1;;0;0;0;0;0
3838;29.0;2633.4;28-Feb-2019;1;;0;0;0;0;0
3838;28.0;2633.4;31-Ene-2019;1;;0;0;0;0;0
3838;27.0;2633.4;31-Dic-2018;1;;0;0;0;0;0
3838;25.0;2633.4;31-Oct-2018;1;;0;0;0;0;0
3838;24.0;2633.4;30-Sep-2018;1;;0;0;0;0;0
3838;23.0;2633.4;31-Ago-2018;1;;0;0;0;0;0
3838;22.0;2633.4;31-Jul-2018;1;;0;0;0;0;0
3838;21.0;2633.4;30-Jun-2018;1;;0;0;0;0;0
3838;20.0;2633.4;31-May-2018;1;;0;0;0;0;0
3838;19.0;2633.4;30-Abr-2018;1;;0;0;0;0;0
3838;18.0;2633.4;31-Mar-2018;1;;0;0;0;0;0
3838;17.0;2633.4;28-Feb-2018;1;;0;0;0;0;0
3838;16.0;2633.4;31-Ene-2018;1;;0;0;0;0;0
3838;15.0;2633.4;31-Dic-2017;1;;0;0;0;0;0
3838;14.0;2633.4;30-Nov-2017;1;;0;0;0;0;0
3838;13.0;2633.4;31-Oct-2017;1;;0;0;0;0;0
3838;12.0;2633.4;30-Sep-2017;1;;0;0;0;0;0
3838;11.0;2633.4;31-Ago-2017;1;;0;0;0;0;0
3838;10.0;2633.4;31-Jul-2017;1;;0;0;0;0;0
3838;9.0;2633.4;30-Jun-2017;1;;0;0;0;0;0
3838;8.0;2633.4;31-May-2017;1;;0;0;0;0;0
3838;7.0;2633.4;30-Abr-2017;1;;0;0;0;0;0
3838;6.0;2633.4;31-Mar-2017;1;;0;0;0;0;0
3838;5.0;2633.4;28-Feb-2017;1;;0;0;0;0;0
3838;4.0;2633.4;31-Ene-2017;1;;0;0;0;0;0
3838;3.0;2633.4;31-Dic-2016;1;;0;0;0;0;0
3838;2.0;2633.4;30-Nov-2016;1;12-Dic-2016;2633.4;983.67;1649.73;3283.13;96716.87
3838;1.0;2633.4;31-Oct-2016;1;21-Nov-2016;2633.4;1000;1633.4;1633.4;98366.6
3843;72.0;9259.93;30-Sep-2022;0.833334;;0;0;0;0;0
3843;71.0;9262.95;31-Ago-2022;0.833334;;0;0;0;0;0
3843;70.0;9262.95;31-Jul-2022;0.833334;;0;0;0;0;0
3843;69.0;9262.95;30-Jun-2022;0.833334;;0;0;0;0;0
3843;68.0;9262.95;31-May-2022;0.833334;;0;0;0;0;0
3843;67.0;9262.95;30-Abr-2022;0.833334;;0;0;0;0;0
3843;66.0;9262.95;31-Mar-2022;0.833334;;0;0;0;0;0
3843;65.0;9262.95;28-Feb-2022;0.833334;;0;0;0;0;0
3843;2.0;9262.95;30-Nov-2016;0.833334;12-Dic-2016;9262.95;4124.2;5138.75;10235.03;489764.97
3843;3.0;9262.95;31-Dic-2016;0.833334;;0;0;0;0;0
3843;4.0;9262.95;31-Ene-2017;0.833334;;0;0;0;0;0
3843;5.0;9262.95;28-Feb-2017;0.833334;;0;0;0;0;0
